ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
6.015001500281271e+76	200.0	4.929859719438878	13.889779559118237	9.39879759519038	0.21970151533588583	0	1	200	29.0	235.0	169.0	200	2.0	2.0	1.0	16	0	0.5753424167633057	500	0.5753424167633057	
3.3287801234083473e+87	200.0	6.196787148594377	19.50602409638554	13.512048192771084	0.20228520614749962	1	3	301	37.0	291.0	210.0	99	2.0	2.0	1.0	27	0	0.4637601375579834	1000	1.039102554321289	
2.4613319751883722e+39	200.236	7.130784708249497	21.36016096579477	14.997987927565392	0.20228520614749962	2	6	307	45.0	249.0	176.0	125	2.0	2.0	1.0	33	0	0.4391353130340576	1500	1.4782378673553467	
6.0251064617957505e+84	200.138	7.276	20.758	14.566	0.2013230039880368	3	6	292	35	252	185	142	2	2	1	37	0	0.48577046394348145	2000	1.9640083312988281	
3.999007853992929e+40	199.662	7.428	20.462	14.402	0.1942539233987905	4	6	289	33	263	182	120	2	2	1	40	0	0.47434234619140625	2500	2.4383506774902344	
2.913873243176502e+118	200.282	8.176706827309237	22.67871485943775	16.016064257028113	0.1942539233987905	5	8	289	42.0	214.0	153.0	115	2.0	2.0	1.0	45	0	0.44133949279785156	3000	2.879690170288086	
1337096093034.5457	200.158	8.766	24.352	17.354	0.1942539233987905	6	8	391	42	309	223	89	2	2	1	54	0	0.5318038463592529	3500	3.411494016647339	
1320986577019.8792	202.56	9.014	26.086	18.588	0.19290560187540406	7	8	396	46	308	223	109	2	2	1	57	0	0.4644906520843506	4000	3.8759846687316895	
5.239424454798311e+26	201.168	9.226	25.472	18.29	0.19290560187540406	8	8	352	38	288	212	125	2	2	1	62	0	0.47675514221191406	4500	4.3527398109436035	
31.579209809813573	203.608	10.138	28.798	20.704	0.19290560187540406	9	8	347	36	284	199	86	2	2	1	65	0	0.4931037425994873	5000	4.845843553543091	
