ave_fitness	ave_genome_length	ave_num_layers	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_num_layers	max_used_codons	min_genome_length	min_num_layers	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
8.585975e+19	30.0	1.6	9.0	47.624153	0	0	30	3	20	30	1	5	0	0	1.9707186222076416	10	1.9707186222076416	10	0.0	
43.849358	30.3	1.7	8.5	0.37142107	1	0	40	4	20	20	1	5	0	0	19.757150411605835	20	21.727869033813477	20	0.0	
34.889183	28.0	1.5	7.5	0.37142107	2	0	31	4	20	20	1	5	0	0	25.336034297943115	30	47.06390333175659	30	0.0	
11.849436	29.6	1.9	9.5	0.01825111	3	0	40	5	25	17	1	5	0	0	28.148773670196533	40	75.21267700195312	40	0.0	
16.966137	31.7	2.3	11.5	0.01825111	4	0	40	5	25	27	1	5	0	0	25.36650323867798	50	100.5791802406311	50	0.0	
62.209106	30.8	2.0	10.0	0.0045658955	5	0	40	5	25	26	1	5	0	0	27.15378713607788	60	127.73296737670898	60	0.0	
16.86547	30.4	2.7	13.5	0.0045658955	6	0	42	5	25	18	1	5	0	0	32.817208766937256	70	160.55017614364624	70	0.0	
18.487715	31.0	2.2	11.0	0.0045658955	7	0	46	5	25	24	1	5	0	0	28.675313711166382	80	189.22548985481262	80	0.0	
25.050428	28.6	2.4	12.0	0.0045658955	8	0	59	5	25	15	1	5	0	0	30.240544319152832	90	219.46603417396545	90	0.0	
17.090273	26.4	2.6	13.0	0.0045658955	9	0	31	5	25	22	1	5	0	0	35.2861692905426	100	254.75220346450806	100	0.0	
40.955303	26.3	3.4	17.0	0.0030021304	10	0	31	5	25	22	1	5	0	0	45.706889390945435	110	300.4590928554535	110	0.0	
18.894073	27.7	2.7	13.5	0.0030021304	11	0	34	4	20	22	1	5	0	0	36.2524311542511	120	336.7115240097046	120	0.0	
12.205813	29.1	3.0	15.0	0.0030021304	12	0	40	7	35	19	1	5	0	0	41.80967140197754	130	378.52119541168213	130	0.0	
17.341944	29.2	1.8	9.0	0.0030021304	13	0	42	3	15	22	1	5	0	0	26.723774671554565	140	405.2449700832367	140	0.0	
1.0974867	29.7	1.4	7.0	0.0030021304	14	0	40	2	10	21	1	5	0	0	19.97674560546875	150	425.22171568870544	150	0.0	
